ลำดับที่,จังหวัด,อำเภอ,ประเภท,ชื่อ
318,กาฬสินธุ์,สมเด็จ,องค์การบริหารส่วนตำบล,หมูม่น
319,กาฬสินธุ์,สหัสขันธ์,องค์การบริหารส่วนตำบล,โนนแหลมทอง
320,กาฬสินธุ์,สหัสขันธ์,องค์การบริหารส่วนตำบล,สหัสขันธ์
321,กาฬสินธุ์,สามชัย,องค์การบริหารส่วนตำบล,คำสร้างเที่ยง
322,กาฬสินธุ์,สามชัย,องค์การบริหารส่วนตำบล,สำราญ
323,กาฬสินธุ์,สามชัย,องค์การบริหารส่วนตำบล,สำราญใต้
324,กาฬสินธุ์,สามชัย,องค์การบริหารส่วนตำบล,หนองช้าง
325,กาฬสินธุ์,หนองกุงศรี,องค์การบริหารส่วนตำบล,โคกเครือ
326,กาฬสินธุ์,หนองกุงศรี,องค์การบริหารส่วนตำบล,เสาเล้า
327,กาฬสินธุ์,หนองกุงศรี,องค์การบริหารส่วนตำบล,หนองหิน
328,กาฬสินธุ์,ห้วยผึ้ง,องค์การบริหารส่วนตำบล,นิคมห้วยผึ้ง
329,กาฬสินธุ์,ห้วยเม็ก,องค์การบริหารส่วนตำบล,กุดโดน
330,กาฬสินธุ์,ห้วยเม็ก,องค์การบริหารส่วนตำบล,คำใหญ่
331,กาฬสินธุ์,ห้วยเม็ก,องค์การบริหารส่วนตำบล,ทรายทอง
332,กาฬสินธุ์,ห้วยเม็ก,องค์การบริหารส่วนตำบล,โนนสะอาด
333,กาฬสินธุ์,ห้วยเม็ก,องค์การบริหารส่วนตำบล,บึงนาเรียง
334,กาฬสินธุ์,ห้วยเม็ก,องค์การบริหารส่วนตำบล,พิมูล
335,กาฬสินธุ์,ห้วยเม็ก,องค์การบริหารส่วนตำบล,หัวหิน
336,กำแพงเพชร,เมืองกำแพงเพชร,องค์การบริหารส่วนจังหวัด,กำแพงเพชร
337,กำแพงเพชร,ขาณุวรลักษบุรี,เทศบาลเมือง,ปางมะค่า
338,กำแพงเพชร,เมืองกำแพงเพชร,เทศบาลเมือง,กำแพงเพชร
339,กำแพงเพชร,เมืองกำแพงเพชร,เทศบาลเมือง,สระแก้ว
340,กำแพงเพชร,เมืองกำแพงเพชร,เทศบาลเมือง,หนองปลิง
341,กำแพงเพชร,ขาณุวรลักษบุรี,เทศบาลตำบล,ขาณุวรลักษบุรี
342,กำแพงเพชร,ขาณุวรลักษบุรี,เทศบาลตำบล,สลกบาตร
343,กำแพงเพชร,คลองขลุง,เทศบาลตำบล,คลองขลุง
344,กำแพงเพชร,คลองขลุง,เทศบาลตำบล,ท่าพุทรา
345,กำแพงเพชร,คลองขลุง,เทศบาลตำบล,ท่ามะเขือ
346,กำแพงเพชร,คลองขลุง,เทศบาลตำบล,วังบัว
